,variables
3430,Merch_num_des_state_unique_count_for_Merch_num_zip_1
3431,Merch_num_des_state_unique_count_for_Merch_num_zip_0
3432,Merch_num_des_state_unique_count_for_Cardnum_60
3433,Merch_num_des_state_unique_count_for_Cardnum_30
3434,Merch_num_des_state_unique_count_for_Cardnum_14
3435,Merch_num_des_state_unique_count_for_Cardnum_7
3436,Merch_num_des_state_unique_count_for_Cardnum_3
3437,Merch_num_des_state_unique_count_for_Cardnum_1
3438,Merch_num_des_state_unique_count_for_Cardnum_0
3439,Merch_num_des_zip_unique_count_for_card_Merch_state_60
3440,Merch_num_des_zip_unique_count_for_card_Merch_state_30
3441,Merch_num_des_zip_unique_count_for_Merch_num_state_60
3442,Merch_num_des_zip_unique_count_for_Merch_num_state_30
3443,Merch_num_des_zip_unique_count_for_Merch_num_state_14
3444,Merch_num_des_zip_unique_count_for_Merch_num_state_7
3445,Merch_num_des_zip_unique_count_for_Cardnum_60
3446,Merch_num_des_zip_unique_count_for_Cardnum_30
3447,Merch_num_des_zip_unique_count_for_Cardnum_14
3448,Merch_num_des_zip_unique_count_for_Cardnum_7
3449,Merch_num_des_zip_unique_count_for_Cardnum_3
3450,Merch_num_des_zip_unique_count_for_Cardnum_1
3451,Merch_num_des_zip_unique_count_for_Cardnum_0
3452,Merch_num_state_zip_unique_count_for_card_Merch_description_60
3453,Merch_num_state_zip_unique_count_for_card_Merch_description_30
3454,Merch_num_state_zip_unique_count_for_card_Merch_description_14
3455,Merch_num_state_zip_unique_count_for_card_Merch_description_7
3456,Merch_num_state_zip_unique_count_for_card_Merch_description_3
3457,Merch_num_state_zip_unique_count_for_card_Merch_description_1
3458,Merch_num_state_zip_unique_count_for_card_Merch_description_0
3459,Merch_num_state_zip_unique_count_for_Merch_description_60
3460,Merch_num_state_zip_unique_count_for_Merch_description_30
3461,Merch_num_state_zip_unique_count_for_Merch_description_14
3462,Merch_num_state_zip_unique_count_for_Merch_description_7
3463,Merch_num_state_zip_unique_count_for_Merch_description_3
3464,Merch_num_state_zip_unique_count_for_Merch_description_1
3465,Merch_num_state_zip_unique_count_for_Merch_description_0
3466,Merch_num_state_zip_unique_count_for_Cardnum_60
3467,Merch_num_state_zip_unique_count_for_Cardnum_30
3468,Merch_num_state_zip_unique_count_for_Cardnum_14
3469,Merch_num_state_zip_unique_count_for_Cardnum_7
3470,Merch_num_state_zip_unique_count_for_Cardnum_3
3471,Merch_num_state_zip_unique_count_for_Cardnum_1
3472,Merch_num_state_zip_unique_count_for_Cardnum_0
3473,Merch_des_state_zip_unique_count_for_card_Merchnum_60
3474,Merch_des_state_zip_unique_count_for_card_Merchnum_30
3475,Merch_des_state_zip_unique_count_for_card_Merchnum_14
3476,Merch_des_state_zip_unique_count_for_card_Merchnum_7
3477,Merch_des_state_zip_unique_count_for_card_Merchnum_3
3478,Merch_des_state_zip_unique_count_for_card_Merchnum_1
3479,Merch_des_state_zip_unique_count_for_card_Merchnum_0
3480,Merch_des_state_zip_unique_count_for_Merchnum_60
3481,Merch_des_state_zip_unique_count_for_Merchnum_30
3482,Merch_des_state_zip_unique_count_for_Merchnum_14
3483,Merch_des_state_zip_unique_count_for_Merchnum_7
3484,Merch_des_state_zip_unique_count_for_Cardnum_60
3485,Merch_des_state_zip_unique_count_for_Cardnum_30
3486,Merch_des_state_zip_unique_count_for_Cardnum_14
3487,Merch_des_state_zip_unique_count_for_Cardnum_7
3488,Merch_des_state_zip_unique_count_for_Cardnum_3
3489,Merch_des_state_zip_unique_count_for_Cardnum_1
3490,Merch_des_state_zip_unique_count_for_Cardnum_0
3491,Merch_all_info_unique_count_for_Cardnum_60
3492,Merch_all_info_unique_count_for_Cardnum_30
3493,Merch_all_info_unique_count_for_Cardnum_14
3494,Merch_all_info_unique_count_for_Cardnum_7
3495,Merch_all_info_unique_count_for_Cardnum_3
3496,Merch_all_info_unique_count_for_Cardnum_1
3497,Merch_all_info_unique_count_for_Cardnum_0
3498,card_Merchnum_unique_count_for_Merch_des_state_zip_60
3499,card_Merchnum_unique_count_for_Merch_des_state_zip_30
3500,card_Merchnum_unique_count_for_Merch_state_zip_60
3501,card_Merchnum_unique_count_for_Merch_state_zip_30
3502,card_Merchnum_unique_count_for_Merch_state_zip_14
3503,card_Merchnum_unique_count_for_Merch_state_zip_7
3504,card_Merchnum_unique_count_for_Merch_state_zip_3
3505,card_Merchnum_unique_count_for_Merch_state_zip_1
3506,card_Merchnum_unique_count_for_Merch_state_zip_0
3507,card_Merchnum_unique_count_for_Merch_des_zip_60
3508,card_Merchnum_unique_count_for_Merch_des_zip_30
3509,card_Merchnum_unique_count_for_Merch_des_zip_14
3510,card_Merchnum_unique_count_for_Merch_des_zip_7
3511,card_Merchnum_unique_count_for_Merch_des_zip_3
3512,card_Merchnum_unique_count_for_Merch_des_zip_1
3513,card_Merchnum_unique_count_for_Merch_des_zip_0
3514,card_Merchnum_unique_count_for_Merch_des_state_60
3515,card_Merchnum_unique_count_for_Merch_des_state_30
3516,card_Merchnum_unique_count_for_Merch_des_state_14
3517,card_Merchnum_unique_count_for_Merch_des_state_7
3518,card_Merchnum_unique_count_for_Merch_des_state_3
3519,card_Merchnum_unique_count_for_Merch_num_zip_60
3520,card_Merchnum_unique_count_for_Merch_num_zip_30
3521,card_Merchnum_unique_count_for_Merch_num_zip_14
3522,card_Merchnum_unique_count_for_Merch_num_zip_7
3523,card_Merchnum_unique_count_for_Merch_num_zip_3
3524,card_Merchnum_unique_count_for_Merch_num_zip_1
3525,card_Merchnum_unique_count_for_Merch_num_zip_0
3526,card_Merchnum_unique_count_for_Merch_num_state_60
3527,card_Merchnum_unique_count_for_Merch_num_state_30
3528,card_Merchnum_unique_count_for_Merch_num_state_14
3529,card_Merchnum_unique_count_for_Merch_num_state_7
3530,card_Merchnum_unique_count_for_Merch_num_state_3
3531,card_Merchnum_unique_count_for_Merch_num_state_1
3532,card_Merchnum_unique_count_for_Merch_num_state_0
3533,card_Merchnum_unique_count_for_Merch_description_60
3534,card_Merchnum_unique_count_for_Merch_description_30
3535,card_Merchnum_unique_count_for_Merch_description_14
3536,card_Merchnum_unique_count_for_Merch_description_7
3537,card_Merchnum_unique_count_for_Merch_description_3
3538,card_Merchnum_unique_count_for_Merch_description_1
3539,card_Merchnum_unique_count_for_Merch_description_0
3540,card_Merch_description_unique_count_for_Merch_num_state_zip_60
3541,card_Merch_description_unique_count_for_Merch_num_state_zip_30
3542,card_Merch_description_unique_count_for_Merch_state_zip_60
3543,card_Merch_description_unique_count_for_Merch_state_zip_30
3544,card_Merch_description_unique_count_for_Merch_state_zip_14
3545,card_Merch_description_unique_count_for_Merch_state_zip_7
3546,card_Merch_description_unique_count_for_Merch_des_zip_60
3547,card_Merch_description_unique_count_for_Merch_des_zip_30
3548,card_Merch_description_unique_count_for_Merch_des_zip_14
3549,card_Merch_description_unique_count_for_Merch_des_zip_7
3550,card_Merch_description_unique_count_for_Merch_des_zip_3
3551,card_Merch_description_unique_count_for_Merch_des_zip_1
3552,card_Merch_description_unique_count_for_Merch_des_zip_0
3553,card_Merch_description_unique_count_for_Merch_des_state_60
3554,card_Merch_description_unique_count_for_Merch_des_state_30
3555,card_Merch_description_unique_count_for_Merch_des_state_14
3556,card_Merch_description_unique_count_for_Merch_des_state_7
3557,card_Merch_description_unique_count_for_Merch_des_state_3
3558,card_Merch_description_unique_count_for_Merch_des_state_1
3559,card_Merch_description_unique_count_for_Merch_des_state_0
3560,card_Merch_description_unique_count_for_Merch_num_zip_60
3561,card_Merch_description_unique_count_for_Merch_num_zip_30
3562,card_Merch_description_unique_count_for_Merch_num_zip_14
3563,card_Merch_description_unique_count_for_Merch_num_zip_7
3564,card_Merch_description_unique_count_for_Merch_num_zip_3
3565,card_Merch_description_unique_count_for_Merch_num_zip_1
3566,card_Merch_description_unique_count_for_Merch_num_zip_0
3567,card_Merch_description_unique_count_for_Merch_num_state_60
3568,card_Merch_description_unique_count_for_Merch_num_state_30
3569,card_Merch_description_unique_count_for_Merch_num_state_14
3570,card_Merch_description_unique_count_for_Merch_num_state_7
3571,card_Merch_description_unique_count_for_Merch_num_state_3
3572,card_Merch_description_unique_count_for_Merchnum_60
3573,card_Merch_description_unique_count_for_Merchnum_30
3574,card_Merch_description_unique_count_for_Merchnum_14
3575,card_Merch_description_unique_count_for_Merchnum_7
3576,card_Merch_description_unique_count_for_Merchnum_3
3577,card_Merch_description_unique_count_for_Merchnum_1
3578,card_Merch_description_unique_count_for_Merchnum_0
3579,card_Merch_state_unique_count_for_Merch_num_des_zip_60
3580,card_Merch_state_unique_count_for_Merch_num_des_zip_30
3581,card_Merch_state_unique_count_for_Merch_num_des_zip_14
3582,card_Merch_state_unique_count_for_Merch_num_des_zip_7
3583,card_Merch_state_unique_count_for_Merch_num_des_zip_3
3584,card_Merch_state_unique_count_for_Merch_num_des_zip_1
3585,card_Merch_state_unique_count_for_Merch_num_des_zip_0
3586,card_Merch_state_unique_count_for_Merch_state_zip_60
3587,card_Merch_state_unique_count_for_Merch_state_zip_30
3588,card_Merch_state_unique_count_for_Merch_state_zip_14
3589,card_Merch_state_unique_count_for_Merch_state_zip_7
3590,card_Merch_state_unique_count_for_Merch_state_zip_3
3591,card_Merch_state_unique_count_for_Merch_state_zip_1
3592,card_Merch_state_unique_count_for_Merch_state_zip_0
3593,card_Merch_state_unique_count_for_Merch_des_zip_60
3594,card_Merch_state_unique_count_for_Merch_des_zip_30
3595,card_Merch_state_unique_count_for_Merch_des_zip_14
3596,card_Merch_state_unique_count_for_Merch_des_zip_7
3597,card_Merch_state_unique_count_for_Merch_des_zip_3
3598,card_Merch_state_unique_count_for_Merch_des_zip_1
3599,card_Merch_state_unique_count_for_Merch_des_zip_0
3600,card_Merch_state_unique_count_for_Merch_num_zip_60
3601,card_Merch_state_unique_count_for_Merch_num_zip_30
3602,card_Merch_state_unique_count_for_Merch_num_zip_14
3603,card_Merch_state_unique_count_for_Merch_num_zip_7
3604,card_Merch_state_unique_count_for_Merch_num_zip_3
3605,card_Merch_state_unique_count_for_Merch_num_zip_1
3606,card_Merch_state_unique_count_for_Merch_num_zip_0
3607,card_Merch_state_unique_count_for_Merch_num_des_60
3608,card_Merch_state_unique_count_for_Merch_num_des_30
3609,card_Merch_state_unique_count_for_Merch_num_des_14
3610,card_Merch_state_unique_count_for_Merch_num_des_7
3611,card_Merch_state_unique_count_for_Merch_num_des_3
3612,card_Merch_state_unique_count_for_Merch_num_des_1
3613,card_Merch_state_unique_count_for_Merch_num_des_0
3614,card_Merch_state_unique_count_for_Merch_description_60
3615,card_Merch_state_unique_count_for_Merch_description_30
3616,card_Merch_state_unique_count_for_Merch_description_14
3617,card_Merch_state_unique_count_for_Merch_description_7
3618,card_Merch_state_unique_count_for_Merch_description_3
3619,card_Merch_state_unique_count_for_Merch_description_1
3620,card_Merch_state_unique_count_for_Merch_description_0
3621,card_Merch_state_unique_count_for_Merchnum_60
3622,card_Merch_state_unique_count_for_Merchnum_30
3623,card_Merch_state_unique_count_for_Merchnum_14
3624,card_Merch_state_unique_count_for_Merchnum_7
3625,card_Merch_state_unique_count_for_Merchnum_3
3626,card_Merch_state_unique_count_for_Merchnum_1
3627,card_Merch_state_unique_count_for_Merchnum_0
3628,card_Merch_zip_unique_count_for_Merch_num_des_state_60
3629,card_Merch_zip_unique_count_for_Merch_num_des_state_30
3630,card_Merch_zip_unique_count_for_Merch_state_zip_60
3631,card_Merch_zip_unique_count_for_Merch_state_zip_30
3632,card_Merch_zip_unique_count_for_Merch_state_zip_14
3633,card_Merch_zip_unique_count_for_Merch_state_zip_7
3634,card_Merch_zip_unique_count_for_Merch_state_zip_3
3635,card_Merch_zip_unique_count_for_Merch_state_zip_1
3636,card_Merch_zip_unique_count_for_Merch_state_zip_0
3637,card_Merch_zip_unique_count_for_Merch_des_state_60
3638,card_Merch_zip_unique_count_for_Merch_des_state_30
3639,card_Merch_zip_unique_count_for_Merch_des_state_14
3640,card_Merch_zip_unique_count_for_Merch_des_state_7
3641,card_Merch_zip_unique_count_for_Merch_num_state_60
3642,card_Merch_zip_unique_count_for_Merch_num_state_30
3643,card_Merch_zip_unique_count_for_Merch_num_state_14
3644,card_Merch_zip_unique_count_for_Merch_num_state_7
3645,card_Merch_zip_unique_count_for_Merch_num_state_3
3646,card_Merch_zip_unique_count_for_Merch_num_state_1
3647,card_Merch_zip_unique_count_for_Merch_num_state_0
3648,card_Merch_zip_unique_count_for_Merch_num_des_60
3649,card_Merch_zip_unique_count_for_Merch_num_des_30
3650,card_Merch_zip_unique_count_for_Merch_num_des_14
3651,card_Merch_zip_unique_count_for_Merch_num_des_7
3652,card_Merch_zip_unique_count_for_Merch_num_des_3
3653,card_Merch_zip_unique_count_for_Merch_num_des_1
3654,card_Merch_zip_unique_count_for_Merch_num_des_0
3655,card_Merch_zip_unique_count_for_Merch_description_60
3656,card_Merch_zip_unique_count_for_Merch_description_30
3657,card_Merch_zip_unique_count_for_Merch_description_14
3658,card_Merch_zip_unique_count_for_Merch_description_7
3659,card_Merch_zip_unique_count_for_Merch_description_3
3660,card_Merch_zip_unique_count_for_Merch_description_1
3661,card_Merch_zip_unique_count_for_Merch_description_0
3662,card_Merch_zip_unique_count_for_Merchnum_60
3663,card_Merch_zip_unique_count_for_Merchnum_30
3664,card_Merch_zip_unique_count_for_Merchnum_14
3665,card_Merch_zip_unique_count_for_Merchnum_7
3666,card_Merch_zip_unique_count_for_Merchnum_3
3667,card_Merch_zip_unique_count_for_Merchnum_1
3668,card_Merch_zip_unique_count_for_Merchnum_0
3669,card_Merch_num_des_unique_count_for_Merch_state_zip_60
3670,card_Merch_num_des_unique_count_for_Merch_state_zip_30
3671,card_Merch_num_des_unique_count_for_Merch_num_zip_60
3672,card_Merch_num_des_unique_count_for_Merch_num_zip_30
3673,card_Merch_num_des_unique_count_for_Merch_num_zip_14
3674,card_Merch_num_des_unique_count_for_Merch_num_zip_7
3675,card_Merch_num_des_unique_count_for_Merch_num_zip_3
3676,card_Merch_num_des_unique_count_for_Merch_num_zip_1
3677,card_Merch_num_des_unique_count_for_Merch_num_zip_0
3678,card_Merch_num_des_unique_count_for_Merch_num_state_60
3679,card_Merch_num_des_unique_count_for_Merch_num_state_30
3680,card_Merch_num_des_unique_count_for_Merch_num_state_14
3681,card_Merch_num_des_unique_count_for_Merch_num_state_7
3682,card_Merch_num_des_unique_count_for_Merch_num_state_3
3683,card_Merch_num_state_unique_count_for_Merch_des_zip_60
3684,card_Merch_num_state_unique_count_for_Merch_des_zip_30
3685,card_Merch_num_state_unique_count_for_Merch_des_zip_14
3686,card_Merch_num_state_unique_count_for_Merch_des_zip_7
3687,card_Merch_num_state_unique_count_for_Merch_des_zip_3
3688,card_Merch_num_state_unique_count_for_Merch_des_zip_1
3689,card_Merch_num_state_unique_count_for_Merch_des_zip_0
3690,card_Merch_num_state_unique_count_for_Merch_num_zip_60
3691,card_Merch_num_state_unique_count_for_Merch_num_zip_30
3692,card_Merch_num_state_unique_count_for_Merch_num_zip_14
3693,card_Merch_num_state_unique_count_for_Merch_num_zip_7
3694,card_Merch_num_state_unique_count_for_Merch_num_zip_3
3695,card_Merch_num_state_unique_count_for_Merch_num_zip_1
3696,card_Merch_num_state_unique_count_for_Merch_num_zip_0
3697,card_Merch_num_state_unique_count_for_Merch_description_60
3698,card_Merch_num_state_unique_count_for_Merch_description_30
3699,card_Merch_num_state_unique_count_for_Merch_description_14
3700,card_Merch_num_state_unique_count_for_Merch_description_7
3701,card_Merch_num_state_unique_count_for_Merch_description_3
3702,card_Merch_num_state_unique_count_for_Merch_description_1
3703,card_Merch_num_state_unique_count_for_Merch_description_0
3704,card_Merch_num_zip_unique_count_for_Merch_des_state_60
3705,card_Merch_num_zip_unique_count_for_Merch_des_state_30
3706,card_Merch_num_zip_unique_count_for_Merch_num_state_60
3707,card_Merch_num_zip_unique_count_for_Merch_num_state_30
3708,card_Merch_num_zip_unique_count_for_Merch_num_state_14
3709,card_Merch_num_zip_unique_count_for_Merch_num_state_7
3710,card_Merch_num_zip_unique_count_for_Merch_num_state_3
3711,card_Merch_num_zip_unique_count_for_Merch_num_state_1
3712,card_Merch_num_zip_unique_count_for_Merch_num_state_0
3713,card_Merch_num_zip_unique_count_for_Merch_description_60
3714,card_Merch_num_zip_unique_count_for_Merch_description_30
3715,card_Merch_num_zip_unique_count_for_Merch_description_14
3716,card_Merch_num_zip_unique_count_for_Merch_description_7
3717,card_Merch_num_zip_unique_count_for_Merch_description_3
3718,card_Merch_num_zip_unique_count_for_Merch_description_1
3719,card_Merch_num_zip_unique_count_for_Merch_description_0
3720,card_Merch_des_state_unique_count_for_Merch_des_zip_60
3721,card_Merch_des_state_unique_count_for_Merch_des_zip_30
3722,card_Merch_des_state_unique_count_for_Merch_des_zip_14
3723,card_Merch_des_state_unique_count_for_Merch_des_zip_7
3724,card_Merch_des_state_unique_count_for_Merch_des_zip_3
3725,card_Merch_des_state_unique_count_for_Merch_des_zip_1
3726,card_Merch_des_state_unique_count_for_Merch_des_zip_0
3727,card_Merch_des_state_unique_count_for_Merch_num_zip_60
3728,card_Merch_des_state_unique_count_for_Merch_num_zip_30
3729,card_Merch_des_state_unique_count_for_Merch_num_zip_14
3730,card_Merch_des_state_unique_count_for_Merch_num_zip_7
3731,card_Merch_des_state_unique_count_for_Merch_num_zip_3
3732,card_Merch_des_state_unique_count_for_Merch_num_zip_1
3733,card_Merch_des_state_unique_count_for_Merch_num_zip_0
3734,card_Merch_des_state_unique_count_for_Merchnum_60
3735,card_Merch_des_state_unique_count_for_Merchnum_30
3736,card_Merch_des_state_unique_count_for_Merchnum_14
3737,card_Merch_des_state_unique_count_for_Merchnum_7
3738,card_Merch_des_state_unique_count_for_Merchnum_3
3739,card_Merch_des_state_unique_count_for_Merchnum_1
3740,card_Merch_des_state_unique_count_for_Merchnum_0
3741,card_Merch_des_zip_unique_count_for_Merch_des_state_60
3742,card_Merch_des_zip_unique_count_for_Merch_des_state_30
3743,card_Merch_des_zip_unique_count_for_Merch_des_state_7
3744,card_Merch_des_zip_unique_count_for_Merch_num_state_60
3745,card_Merch_des_zip_unique_count_for_Merch_num_state_30
3746,card_Merch_des_zip_unique_count_for_Merchnum_60
3747,card_Merch_des_zip_unique_count_for_Merchnum_30
3748,card_Merch_des_zip_unique_count_for_Merchnum_14
3749,card_Merch_des_zip_unique_count_for_Merchnum_7
3750,card_Merch_des_zip_unique_count_for_Merchnum_3
3751,card_Merch_des_zip_unique_count_for_Merchnum_1
3752,card_Merch_des_zip_unique_count_for_Merchnum_0
3753,card_Merch_state_zip_unique_count_for_Merch_num_des_60
3754,card_Merch_state_zip_unique_count_for_Merch_num_des_30
3755,card_Merch_state_zip_unique_count_for_Merch_num_des_14
3756,card_Merch_state_zip_unique_count_for_Merch_num_des_7
3757,card_Merch_state_zip_unique_count_for_Merch_num_des_3
3758,card_Merch_state_zip_unique_count_for_Merch_num_des_1
3759,card_Merch_state_zip_unique_count_for_Merch_num_des_0
3760,card_Merch_state_zip_unique_count_for_Merch_description_60
3761,card_Merch_state_zip_unique_count_for_Merch_description_30
3762,card_Merch_state_zip_unique_count_for_Merch_description_14
3763,card_Merch_state_zip_unique_count_for_Merch_description_7
3764,card_Merch_state_zip_unique_count_for_Merch_description_3
3765,card_Merch_state_zip_unique_count_for_Merch_description_1
3766,card_Merch_state_zip_unique_count_for_Merch_description_0
3767,card_Merch_state_zip_unique_count_for_Merchnum_60
3768,card_Merch_state_zip_unique_count_for_Merchnum_30
3769,card_Merch_state_zip_unique_count_for_Merchnum_14
3770,card_Merch_state_zip_unique_count_for_Merchnum_7
3771,card_Merch_state_zip_unique_count_for_Merchnum_3
3772,card_Merch_state_zip_unique_count_for_Merchnum_1
3773,card_Merch_state_zip_unique_count_for_Merchnum_0
3774,card_Merch_num_des_state_unique_count_for_Merch_num_zip_60
3775,card_Merch_num_des_state_unique_count_for_Merch_num_zip_30
3776,card_Merch_num_des_state_unique_count_for_Merch_num_zip_14
3777,card_Merch_num_des_state_unique_count_for_Merch_num_zip_7
3778,card_Merch_num_des_state_unique_count_for_Merch_num_zip_3
3779,card_Merch_num_des_zip_unique_count_for_Merch_num_state_60
3780,card_Merch_num_des_zip_unique_count_for_Merch_num_state_30
3781,card_Merch_num_state_zip_unique_count_for_Merch_description_60
3782,card_Merch_num_state_zip_unique_count_for_Merch_description_30
3783,card_Merch_num_state_zip_unique_count_for_Merch_description_14
3784,card_Merch_num_state_zip_unique_count_for_Merch_description_7
3785,card_Merch_num_state_zip_unique_count_for_Merch_description_3
3786,card_Merch_num_state_zip_unique_count_for_Merch_description_1
3787,card_Merch_num_state_zip_unique_count_for_Merch_description_0
3788,card_Merch_des_state_zip_unique_count_for_Merchnum_60
3789,card_Merch_des_state_zip_unique_count_for_Merchnum_30
3790,card_Merch_des_state_zip_unique_count_for_Merchnum_14
3791,card_Merch_des_state_zip_unique_count_for_Merchnum_7
